CH1,CH2,CH3,CH4,CH5
508.0,515.0,534.0,501.0,579.0
511.0,514.0,533.0,496.0,581.0
510.0,509.0,534.0,498.0,583.0
509.0,508.0,528.0,496.0,579.0
511.0,504.0,529.0,502.0,555.0
514.0,502.0,522.0,511.0,526.0
519.0,499.0,515.0,519.0,491.0
523.0,498.0,508.0,526.0,452.0
522.0,496.0,504.0,532.0,438.0
521.0,500.0,502.0,538.0,428.0
514.0,496.0,495.0,530.0,432.0
510.0,494.0,490.0,526.0,438.0
501.0,497.0,490.0,515.0,465.0
499.0,505.0,504.0,513.0,503.0
501.0,513.0,511.0,502.0,540.0
502.0,519.0,527.0,501.0,581.0
510.0,519.0,534.0,499.0,586.0
512.0,515.0,531.0,499.0,581.0
511.0,512.0,534.0,500.0,582.0
509.0,509.0,529.0,496.0,583.0
509.0,506.0,528.0,498.0,571.0
512.0,503.0,525.0,504.0,543.0
516.0,500.0,522.0,513.0,514.0
520.0,503.0,515.0,524.0,478.0
524.0,498.0,510.0,534.0,446.0
526.0,501.0,506.0,535.0,434.0
520.0,499.0,499.0,531.0,427.0
513.0,496.0,494.0,527.0,432.0
505.0,493.0,487.0,519.0,445.0
501.0,499.0,492.0,513.0,478.0
499.0,506.0,504.0,505.0,522.0
502.0,515.0,513.0,498.0,556.0
505.0,520.0,529.0,501.0,587.0
509.0,517.0,531.0,500.0,586.0
513.0,516.0,534.0,500.0,580.0
510.0,512.0,530.0,495.0,577.0
509.0,505.0,527.0,497.0,575.0
509.0,503.0,523.0,500.0,557.0
514.0,502.0,524.0,505.0,531.0
516.0,501.0,522.0,517.0,503.0
521.0,497.0,513.0,527.0,463.0
522.0,498.0,509.0,532.0,443.0
523.0,499.0,506.0,536.0,434.0
519.0,500.0,501.0,532.0,434.0
513.0,498.0,496.0,531.0,438.0
503.0,494.0,491.0,519.0,462.0
498.0,501.0,494.0,510.0,495.0
503.0,512.0,508.0,505.0,534.0
502.0,517.0,521.0,502.0,563.0
506.0,519.0,529.0,499.0,585.0
510.0,517.0,532.0,502.0,577.0
513.0,515.0,531.0,500.0,579.0
510.0,511.0,527.0,499.0,577.0
507.0,510.0,525.0,498.0,575.0
510.0,504.0,524.0,503.0,552.0
515.0,502.0,519.0,511.0,519.0
517.0,499.0,518.0,525.0,488.0
522.0,496.0,509.0,528.0,453.0
521.0,497.0,506.0,533.0,434.0
522.0,499.0,505.0,538.0,428.0
513.0,497.0,499.0,530.0,438.0
508.0,496.0,493.0,525.0,440.0
502.0,497.0,493.0,516.0,466.0
497.0,503.0,499.0,508.0,507.0
501.0,514.0,512.0,503.0,544.0
507.0,524.0,525.0,501.0,574.0
510.0,516.0,527.0,498.0,580.0
513.0,515.0,533.0,501.0,578.0
514.0,514.0,531.0,499.0,575.0
513.0,510.0,527.0,497.0,577.0
513.0,504.0,526.0,499.0,566.0
514.0,504.0,523.0,508.0,542.0
511.0,501.0,516.0,513.0,511.0
519.0,498.0,516.0,524.0,471.0
524.0,498.0,510.0,530.0,443.0
