CH1,CH2,CH3,CH4,CH5
519,502,515,526,473
520,502,514,531,458
520,504,512,533,449
515,500,506,533,453
508,499,503,527,463
506,496,494,522,480
507,501,498,513,506
502,506,504,508,539
504,511,511,502,558
505,515,519,501,571
508,512,518,505,558
511,511,522,501,550
515,507,520,499,545
510,508,517,497,550
512,504,516,505,530
520,502,518,510,507
520,503,515,517,487
524,501,512,526,460
523,504,510,532,454
519,503,510,534,456
513,502,504,531,462
507,499,503,525,469
501,497,495,516,491
502,503,497,510,519
502,508,507,505,546
505,514,517,501,566
509,514,519,499,569
518,513,520,500,556
513,509,520,500,555
510,507,519,499,557
503,505,519,500,549
504,503,518,504,527
506,501,515,514,504
510,502,514,521,476
512,501,514,530,460
516,503,510,533,456
527,504,508,535,452
523,503,503,530,458
524,504,499,525,468
509,504,497,517,505
503,507,501,506,532
504,512,510,504,551
507,515,517,500,562
512,515,519,499,558
517,513,520,500,551
514,508,521,500,548
512,506,518,498,553
514,505,519,501,535
517,506,519,507,518
519,502,516,514,496
523,502,513,523,469
524,501,512,531,456
526,502,511,535,452
521,501,505,532,455
508,499,501,526,464
502,496,496,520,479
493,500,497,513,504
493,508,504,508,534
494,511,511,502,557
499,516,520,502,571
516,516,521,501,560
531,515,522,500,553
521,510,521,500,553
513,507,519,499,548
515,505,520,501,533
517,504,519,511,512
520,503,516,518,488
524,501,514,528,463
523,501,513,531,456
524,505,514,535,455
515,505,505,531,461
508,497,499,525,471
502,498,495,516,490
500,502,498,509,519
501,509,505,504,541
503,513,516,500,561
506,517,520,500,561
513,514,520,500,554
514,511,523,500,552
511,506,519,497,550
509,505,519,500,542
513,505,519,507,525
514,502,514,515,506
518,501,514,520,481
520,504,513,529,461
521,504,514,535,456
520,507,510,534,455
513,501,501,530,463
504,496,496,523,473
499,498,496,515,495
499,506,503,509,526
505,513,509,504,550
506,516,516,500,567
508,513,521,498,562
514,510,522,500,557
511,510,523,500,554
507,506,520,498,552
508,503,519,501,539
513,504,519,504,517
518,503,519,515,498
521,501,517,526,474
523,503,516,534,458
526,505,514,535,456
518,504,509,533,457
510,500,503,528,466
502,493,496,517,482
503,501,498,511,512
500,504,504,507,538
502,511,511,501,556
505,514,520,504,567
507,511,520,505,561
511,513,524,501,555
510,510,523,499,552
506,504,520,499,550
504,505,518,501,529
517,502,519,509,504
521,502,521,521,485
521,499,515,530,468
520,501,514,533,463
521,502,511,534,461
515,500,504,529,466
511,499,500,525,473
498,497,494,518,495
501,505,500,509,520
507,508,508,505,536
514,516,517,504,556
515,515,521,499,557
514,514,520,500,555
513,512,526,501,555
508,508,519,500,549
503,505,523,501,545
503,502,519,506,526
511,504,517,512,503
518,503,518,521,477
524,503,517,531,456
510,502,512,533,444
508,502,509,532,452
498,499,504,530,459
491,496,497,521,486
486,498,498,514,522
476,506,502,508,545
497,515,511,504,555
518,518,520,499,565
513,511,518,500,557
513,511,525,500,553
511,508,522,500,547
526,507,518,498,547
528,505,517,500,536
523,502,517,506,512
520,503,517,516,496
539,505,517,525,471
537,504,514,530,467
535,506,513,532,455
525,503,506,531,451
513,498,500,526,457
504,494,495,519,475
496,498,501,514,502
481,505,503,505,530
479,511,511,500,554
479,511,518,500,570
477,509,518,504,559
465,509,518,500,559
444,501,513,497,557
446,499,512,495,553
494,504,524,505,532
512,503,517,510,512
514,501,518,517,498
531,502,513,526,467
560,513,517,535,457
571,509,513,536,458
555,505,510,533,461
536,505,502,530,473
527,501,497,517,496
521,501,499,511,530
513,508,506,504,551
518,516,520,502,561
531,516,521,498,539
531,515,523,499,537
521,514,522,500,547
509,509,521,498,561
520,511,521,502,552
520,507,521,507,526
516,503,519,514,489
527,504,519,525,459
536,507,519,535,445
535,510,517,539,445
529,504,512,536,456
523,503,505,533,454
517,497,499,525,462
508,500,498,519,509
510,507,506,506,551
510,512,511,499,567
508,517,517,496,573
511,514,519,497,569
513,513,523,498,568
516,510,521,497,565
527,505,515,493,556
522,500,512,495,542
524,505,516,506,508
520,502,518,518,475
527,501,515,528,454
538,503,512,529,439
523,503,514,534,437
522,502,509,535,433
522,502,504,529,430
513,498,498,519,457
506,501,497,511,499
506,510,507,506,533
507,514,512,504,547
505,515,518,503,553
502,509,517,499,540
508,510,520,501,528
510,509,521,504,529
502,504,518,504,529
510,503,518,505,518
511,502,518,509,514
506,500,519,521,516
507,505,521,531,502
504,507,517,531,498
501,507,516,536,508
492,504,508,531,524
493,505,501,521,530
483,499,498,513,554
484,503,499,504,574
512,509,507,507,562
518,516,519,503,562
513,507,517,501,540
526,508,522,502,519
534,510,522,503,525
525,506,516,495,535
519,509,518,498,528
520,508,521,511,513
518,502,517,519,494
515,501,515,520,479
516,501,513,529,467
527,498,511,536,437
531,501,509,537,420
522,499,505,534,415
509,494,497,524,434
506,499,498,516,459
508,502,501,509,492
510,512,514,506,525
509,517,517,501,568
512,511,520,501,556
514,510,518,503,550
507,506,518,499,553
506,506,517,496,542
505,504,521,502,535
505,502,518,510,516
498,499,517,516,496
495,499,514,526,473
485,499,512,533,464
482,502,513,534,464
479,502,507,534,467
468,496,503,528,478
484,499,495,518,495
511,505,501,514,525
511,511,506,507,552
504,511,512,501,590
496,514,519,500,610
495,514,521,502,608
501,516,528,504,549
530,514,523,504,514
525,509,523,503,547
524,502,510,506,526
529,496,506,508,476
534,499,510,521,485
513,503,514,533,472
492,505,511,534,468
485,503,507,534,458
479,499,501,532,458
455,492,496,520,477
431,485,487,508,520
497,498,491,505,527
533,514,503,504,538
523,520,518,507,550
530,518,521,501,540
562,521,521,504,562
544,517,517,499,572
525,505,510,497,581
533,506,514,503,533
547,502,513,509,477
553,500,509,512,464
563,498,509,525,410
554,503,509,532,416
537,504,506,530,478
521,501,501,530,508
520,501,496,526,482
503,493,487,521,451
493,496,489,516,487
499,504,496,510,544
498,506,502,501,561
519,511,506,495,564
546,515,513,501,550
538,507,513,497,560
536,504,510,497,554
533,505,507,495,551
515,502,510,503,537
513,503,514,514,524
507,501,514,518,499
522,505,508,524,453
531,501,505,533,436
538,506,506,537,440
533,505,498,533,423
520,500,491,525,430
500,490,482,516,463
490,494,484,507,535
496,504,496,505,575
496,514,509,502,576
497,520,518,502,580
487,515,517,503,588
484,510,517,505,575
491,506,518,502,566
507,505,512,500,532
523,505,515,506,499
514,504,517,515,523
514,504,509,521,500
523,504,503,530,461
513,504,504,534,467
515,500,497,537,495
529,504,497,527,502
525,501,489,518,497
516,493,484,512,500
513,501,495,511,518
512,508,499,505,534
501,512,509,505,521
512,511,517,503,517
509,511,517,503,497
500,508,518,505,491
511,511,517,503,505
514,507,515,505,520
493,503,513,510,559
484,500,510,514,583
501,502,511,524,491
498,499,507,535,468
504,500,500,539,433
534,496,496,537,394
535,493,488,519,443
532,492,483,517,526
526,499,488,509,557
522,503,494,502,545
522,508,502,493,610
520,513,511,493,609
512,514,517,504,571
501,510,519,503,548
474,514,520,503,563
461,509,522,502,533
474,507,521,510,504
499,509,522,521,472
487,507,516,523,444
514,506,508,531,467
549,506,504,537,483
531,502,500,529,502
532,495,490,520,427
523,485,474,516,408
486,476,467,507,455
488,490,479,503,460
543,515,504,520,454
565,521,514,512,535
535,514,514,505,579
535,513,518,507,506
522,509,513,497,522
482,492,504,490,573
484,497,504,491,549
491,501,510,501,557
494,501,512,517,551
495,504,508,524,532
497,501,503,534,479
515,500,500,539,463
519,499,491,530,461
491,495,485,523,499
479,501,489,526,481
503,502,490,520,508
502,505,492,514,522
527,508,497,507,541
540,518,511,503,577
534,516,515,500,568
530,510,513,497,561
525,509,512,497,573
496,502,510,496,573
489,495,503,496,529
516,493,507,504,525
522,496,509,516,476
529,503,507,530,433
531,504,503,536,450
531,499,496,529,507
536,497,489,531,484
543,496,483,525,473
